building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,address,zip_code,cd_,fc_,ss_,sa_,cc_,bin,m,3018020043,12,250_lexington_avenue,11216,3,08,25,57,36,3050586,3018040010,390_lexington_avenue,56,3322214,3021450001,45_south_10th_street,11249,1,07,18,50,34,3000000,2022690100,8,401_saint_anns_avenue,10454,14,29,84,2090993,2022870135,490_east_143rd_street,15,2000433,1021070059,1949_amsterdam_avenue,10032,13,31,71,10,1062490,3043770001,17,884_ashford_street,11207,5,19,60,42,3324274,3033410001,32,1260_gates_avenue,11221,4,54,37,3326137,3033340001,365_wilson_avenue,53,3338493,2049050001,33,1141_226th_drive,10466,16,83,2094164,1020160060,6,2651_a_c_powell_boulevard,10039,30,09,1084139,3033150001,2,140_menahan_street,3394310,3014710061,1747_saint_johns_place,11233,55,41,3014700160,1679_saint_johns_place,3392746,3014700015,1720a_sterling_place,3348327,3014710014,1790b_sterling_place,3393524,3014390010,2020_pacific_street,3038674,1020150005,164_west_147th_street,1079768,2026800001,1113_prospect_avenue,10459,79,2091984,3013410001,1605_dean_street,11213,20,3324581,3021400026,195_division_avenue,11211,3251681,3030260001,161_scholes_street,11206,3344974,3030240001,112_maujer_street,3327882,3030250046,247_graham_avenue,3327884
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018030113,5,282 LEXINGTON AVENUE,11216,3,08,25,56,36,3050656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018030112,5,280 LEXINGTON AVENUE,11216,3,08,25,56,36,3050655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018030011,5,278 LEXINGTON AVENUE,11216,3,08,25,56,36,3050619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018030027,6,310 LEXINGTON AVENUE,11216,3,08,25,56,36,3322207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018030027,6,320 LEXINGTON AVENUE,11216,3,08,25,56,36,3322207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018030042,7,330 LEXINGTON AVENUE,11216,3,08,25,56,36,3322209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018030042,7,336 LEXINGTON AVENUE,11216,3,08,25,56,36,3322209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080174,8,435 GATES AVENUE,11216,3,08,25,56,36,3322226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080174,8,441 GATES AVENUE,11216,3,08,25,56,36,3322226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080173,9,447 GATES AVENUE,11216,3,08,25,56,36,3050927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080172,9,449 GATES AVENUE,11216,3,08,25,56,36,3050926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080171,9,451 GATES AVENUE,11216,3,08,25,56,36,3050925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080170,9,453 GATES AVENUE,11216,3,08,25,56,36,3050924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080169,9,455 GATES AVENUE,11216,3,08,25,56,36,3050923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080168,9,457 GATES AVENUE,11216,3,08,25,56,36,3050922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080167,9,459 GATES AVENUE,11216,3,08,25,56,36,3050921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080166,9,461 GATES AVENUE,11216,3,08,25,56,36,3050920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080165,9,463 GATES AVENUE,11216,3,08,25,56,36,3050919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080164,9,465 GATES AVENUE,11216,3,08,25,56,36,3050918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080163,9,467 GATES AVENUE,11216,3,08,25,56,36,3050917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080162,9,469 GATES AVENUE,11216,3,08,25,56,36,3050916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080161,9,471 GATES AVENUE,11216,3,08,25,56,36,3050915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080160,9,473 GATES AVENUE,11216,3,08,25,56,36,3050914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,,,,,,,,,,,M,3018080059,9,475 GATES AVENUE,11216,3,08,25,56,36,3050907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3017990044,1,375 LEXINGTON AVENUE,11216,3,08,25,56,36,3322165,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3017990044,1,385 LEXINGTON AVENUE,11216,3,08,25,56,36,3322165,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3017990044,1,395 LEXINGTON AVENUE,11216,3,08,25,56,36,3322165,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3017990044,1,405 LEXINGTON AVENUE,11216,3,08,25,56,36,3322165,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3017990044,1,415 LEXINGTON AVENUE,11216,3,08,25,56,36,3322165,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3017990044,1,280 TOMPKINS AVENUE,11216,3,08,25,56,36,3322216,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3018040010,2,360 LEXINGTON AVENUE,11216,3,08,25,56,36,3322211,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3018040010,2,370 LEXINGTON AVENUE,11216,3,08,25,56,36,3322211,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BROOKLYN,248,228,2/12/2020,2,3018040010,2,380 LEXINGTON AVENUE,11216,3,08,25,56,36,3322211,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,,,,,,,,,,,M,,,,11216,3,08,25,,36,,3018090001,775 MARCY AVENUE,56,3322228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,,,,,,,,,,,M,,,,11216,3,08,25,,36,,3018090001,785 MARCY AVENUE,56,3322228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,,,,,,,,,,,M,,,,11216,3,08,25,,36,,3018090001,791 MARCY AVENUE,56,3322228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,,,,,,,,,,,M,,,,11216,3,08,25,,36,,3018090062,499 GATES AVENUE,56,3322234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,,,,,,,,,,,M,,,,11216,3,08,25,,36,,3018090062,505 GATES AVENUE,56,3322234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,,,,,,,,,,,M,,,,11216,3,08,25,,36,,3018090062,515 GATES AVENUE,56,3322234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,,,,,,,,,,,,,,,11216,3,08,25,,36,,3018090062,495 GATES AVENUE,56,3050974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,1020680046,1,1909 AMSTERDAM AVENUE,10032,9,13,30,71,07,1061681,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,1,1870 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093740,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,1,1860 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,1,1225 EAST 225TH STREET,10466,12,16,36,83,12,2093740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,10,1871 SCHIEFFELIN PLACE,10466,12,16,36,83,12,2093749,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,11,1891 SCHIEFFELIN PLACE,10466,12,16,36,83,12,2093751,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,12,1220 EAST 229TH STREET,10466,12,16,36,83,12,2093741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,2,1880 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093742,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,3,1890 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093743,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,4,1920 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093745,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,5,1930 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093746,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,6,1910 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,6,1900 SCHIEFFELIN AVENUE,10466,12,16,36,83,12,2093744,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,7,1861 SCHIEFFELIN PLACE,10466,12,16,36,83,12,2093748,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,8,1881 SCHIEFFELIN PLACE,10466,12,16,36,83,12,2093750,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,2049050360,9,1851 SCHIEFFELIN PLACE,10466,12,16,36,83,12,2093747,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,3040290001,1,455 BARBEY STREET,11207,5,08,19,60,42,3323714,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,3040290001,1,459 BARBEY STREET,11207,5,08,19,60,42,3323714,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,3040290001,1,463 BARBEY STREET,11207,5,08,19,60,42,3323714,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,3040290001,2,418 JEROME STREET,11207,5,08,19,60,42,3323715,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,168,125,1/10/2023,3,3040290001,2,422 JEROME STREET,11207,5,08,19,60,42,3323715,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
